t_s,theta_rad
64.92690000,-0.05848423153
64.94775000,-0.07301396631
64.96860000,-0.08443463217
64.98945000,-0.09221240175
65.01030000,-0.0971899671
65.03115000,-0.0980516467
65.05200000,-0.09458903015
65.07285000,-0.08720304205
65.09370000,-0.07675191656
65.11455000,-0.06341267339
65.13540000,-0.04747648554
65.15625000,-0.02996330999
65.17710000,-0.01147211952
65.19795000,0.007990086669
65.21880000,0.02829548255
65.23965000,0.04805715001
65.26050000,0.06678744707
65.28135000,0.08312263731
65.30220000,0.09627067187
65.32305000,0.1069493976
65.34390000,0.1143637763
65.36475000,0.1189936139
65.38560000,0.119657189
65.40645000,0.1159891838
65.42730000,0.1093092161
65.44815000,0.09876032881
65.46900000,0.08533738241
65.48985000,0.07034424934
65.51070000,0.05280562707
65.53155000,0.03250161545
65.55240000,0.01169134288
65.57325000,-0.008887634405
65.59410000,-0.02832883297
65.61495000,-0.04632382845
65.63580000,-0.06170405592
65.65665000,-0.07409457846
65.67750000,-0.08451249959
65.69835000,-0.09141729059
65.71920000,-0.09460652218
65.74005000,-0.09475372248
65.76090000,-0.09065061728
65.78175000,-0.08284816224
65.80260000,-0.07260603478
65.82345000,-0.05905474276
65.84430000,-0.04264532616
65.86515000,-0.02418546404
65.88600000,-0.004672698173
65.90685000,0.01507817396
65.92770000,0.03443489654
65.94855000,0.05404116543
65.96940000,0.07235349285
65.99025000,0.08779904788
66.01110000,0.100048721
66.03195000,0.1092669481
66.05280000,0.11597617
66.07365000,0.1186954163
66.09450000,0.1176659378
66.11535000,0.1134628835
66.13620000,0.104748948
66.15705000,0.09319228951
66.17790000,0.07989849905
66.19875000,0.06315733385
66.21960000,0.04458708587
66.24045000,0.02466333523
66.26130000,0.004810862893
66.28215000,-0.01509064793
66.30300000,-0.03343168972
66.32385000,-0.05109424205
66.34470000,-0.06627654941
66.36555000,-0.07868673971
66.38640000,-0.08838829426
66.40725000,-0.0941984978
66.42810000,-0.09643419273
66.44895000,-0.09460591542
66.46980000,-0.08977091533
66.49065000,-0.08114845692
66.51150000,-0.06904665448
66.53235000,-0.05435392482
66.55320000,-0.0375823909
66.57405000,-0.01912930992
66.59490000,0.0001445344372
66.61575000,0.0193403195
66.63660000,0.03892434213
66.65745000,0.05758214155
66.67830000,0.0748247979
66.69915000,0.08933420659
66.72000000,0.1010639044
66.74085000,0.1096558435
66.76170000,0.1153097926
66.78255000,0.1170771834
66.80340000,0.1150406331
66.82425000,0.1094332633
66.84510000,0.1005291967
66.86595000,0.08905528283
66.88680000,0.07426614506
66.90765000,0.05745233394
66.92850000,0.03898182511
66.94935000,0.01928839505
66.97020000,-0.0006011524588
66.99105000,-0.02012389117
67.01190000,-0.03803512601
67.03275000,-0.05370904813
67.05360000,-0.06717928259
67.07445000,-0.07905912949
67.09530000,-0.08816758243
67.11615000,-0.09315774894
67.13700000,-0.09446395884
67.15785000,-0.09181310006
67.17870000,-0.0865169237
67.19955000,-0.07767002658
67.22040000,-0.06482499309
67.24125000,-0.04955428934
67.26210000,-0.03235747626
67.28295000,-0.01378190562
67.30380000,0.005760005099
67.32465000,0.02544967273
67.34550000,0.04447034606
67.36635000,0.06188161635
67.38720000,0.07778823619
67.40805000,0.09216766101
67.42890000,0.1031097133
67.44975000,0.1103863156
67.47060000,0.1147951963
67.49145000,0.1159277662
67.51230000,0.1132115591
67.53315000,0.1070209029
67.55400000,0.09771308902
67.57485000,0.08502247436
67.59570000,0.06988158543
67.61655000,0.05255257732
67.63740000,0.0337345051
67.65825000,0.01402658437
67.67910000,-0.005330081938
67.69995000,-0.02373468049
67.72080000,-0.04134726599
67.74165000,-0.05763978872
67.76250000,-0.07126962354
67.78335000,-0.08189040593
67.80420000,-0.08939105305
67.82505000,-0.09290256349
67.84590000,-0.09331063048
67.86675000,-0.08986992134
67.88760000,-0.08299541952
67.90845000,-0.07319301311
67.92930000,-0.06056526087
67.95015000,-0.04461525497
67.97100000,-0.02649038241
67.99185000,-0.00807420209
68.01270000,0.01135742448
68.03355000,0.03002390156
68.05440000,0.04849767753
68.07525000,0.06583046009
68.09610000,0.08119299839
68.11695000,0.09408966103
68.13780000,0.1046163954
68.15865000,0.111770777
68.17950000,0.114960495
68.20035000,0.1146589333
68.22120000,0.1109714008
68.24205000,0.103285689
68.26290000,0.09325490149
68.28375000,0.08023616812
68.30460000,0.06442664041
68.32545000,0.04693536613
68.34630000,0.02844033599
68.36715000,0.009651058183
68.38800000,-0.009746337497
68.40885000,-0.02804825385
68.42970000,-0.04479276555
68.45055000,-0.05913285108
68.47140000,-0.07228445248
68.49225000,-0.08217822686
68.51310000,-0.08856953334
68.53395000,-0.09181643442
68.55480000,-0.09051518758
68.57565000,-0.08616188028
68.59650000,-0.07886409255
68.61735000,-0.06687226861
68.63820000,-0.05338358131
68.65905000,-0.03742896098
68.67990000,-0.02033426992
68.70075000,-0.002182186703
68.72160000,0.01658853047
68.74245000,0.03554294986
68.76330000,0.05393861303
68.78415000,0.07048531225
68.80500000,0.08487124813
68.82585000,0.09687130428
68.84670000,0.1061551706
68.86755000,0.1125093608
68.88840000,0.1146351638
68.90925000,0.1130450778
68.93010000,0.1079284065
68.95095000,0.09986793115
68.97180000,0.08914589896
68.99265000,0.07523892386
69.01350000,0.05901829248
69.03435000,0.04115134916
69.05520000,0.02204418463
69.07605000,0.003562201791
69.09690000,-0.01490411308
69.11775000,-0.03276895482
69.13860000,-0.0485662201
69.15945000,-0.06262016405
69.18030000,-0.07449755963
69.20115000,-0.08311537028
69.22200000,-0.08817151926
69.24285000,-0.09104618602
69.26370000,-0.08968836806
69.28455000,-0.0847161436
69.30540000,-0.07590154329
69.32625000,-0.0643425741
69.34710000,-0.05018917254
69.36795000,-0.03412349518
69.38880000,-0.0162642566
69.40965000,0.002833531412
69.43050000,0.02150888143
69.45135000,0.04112898283
69.47220000,0.05899518423
69.49305000,0.07454031073
69.51390000,0.0888192899
69.53475000,0.1000297033
69.55560000,0.1079808075
69.57645000,0.1131642497
69.59730000,0.1145685253
69.61815000,0.1112340815
69.63900000,0.105143544
69.65985000,0.09686052158
69.68070000,0.08616815847
69.70155000,0.07166616365
69.72240000,0.05471615432
69.74325000,0.03679303781
69.76410000,0.01865886027
69.78495000,-0.0004686589502
69.80580000,-0.01886341083
69.82665000,-0.03603269393
69.84750000,-0.05135693421
69.86835000,-0.06509113966
69.88920000,-0.07572279189
69.91005000,-0.08268970163
69.93090000,-0.08663411466
69.95175000,-0.08685590875
69.97260000,-0.08434594286
69.99345000,-0.07881015572
70.01430000,-0.06941496828
70.03515000,-0.05755347893
70.05600000,-0.04240158145
70.07685000,-0.02606248581
70.09770000,-0.008076038328
70.11855000,0.01044235107
70.13940000,0.02898246588
70.16025000,0.04709354057
70.18110000,0.06359863845
70.20195000,0.07914611955
70.22280000,0.09242308076
70.24365000,0.1030869324
70.26450000,0.1094449762
70.28535000,0.112916698
70.30620000,0.1128382134
70.32705000,0.1095299165
70.34790000,0.1032190788
70.36875000,0.09346593705
70.38960000,0.08054653766
70.41045000,0.06537799567
70.43130000,0.05000976438
70.45215000,0.03130700451
70.47300000,0.01226416182
70.49385000,-0.006596460503
70.51470000,-0.02416551589
70.53555000,-0.04099725077
70.55640000,-0.05608353623
70.57725000,-0.06885988872
70.59810000,-0.07896152506
70.61895000,-0.08537220939
70.63980000,-0.08814014479
70.66065000,-0.08720652692
70.68150000,-0.0834016354
70.70235000,-0.07709663713
70.72320000,-0.06675542597
70.74405000,-0.05369615173
70.76490000,-0.03891157355
70.78575000,-0.02217717934
70.80660000,-0.003773117247
70.82745000,0.01491791944
70.84830000,0.03298427563
70.86915000,0.04987785886
70.89000000,0.06608876133
70.91085000,0.08071510436
70.93170000,0.09261309146
70.95255000,0.101455084
70.97340000,0.1075480153
70.99425000,0.1104327162
71.01510000,0.1096589242
71.03595000,0.1057759387
71.05680000,0.09885445932
71.07765000,0.08905288773
71.09850000,0.07596860706
71.11935000,0.06100373088
71.14020000,0.0442442618
71.16105000,0.0255949168
71.18190000,0.006937050347
71.20275000,-0.01199473905
71.22360000,-0.02962201768
71.24445000,-0.04621249542
71.26530000,-0.06057418228
71.28615000,-0.07211127271
71.30700000,-0.08126468361
71.32785000,-0.08645249064
71.34870000,-0.08806953529
71.36955000,-0.08662325916
71.39040000,-0.08174802587
71.41125000,-0.07390435307
71.43210000,-0.06325469689
71.45295000,-0.04926996207
71.47380000,-0.03466451676
71.49465000,-0.01732828295
71.51550000,0.0003058023103
71.53635000,0.01864933927
71.55720000,0.03643835102
71.57805000,0.05422622793
71.59890000,0.06972644557
71.61975000,0.08450663037
71.64060000,0.09595145227
71.66145000,0.1036838377
71.68230000,0.109583131
71.70315000,0.1106848747
71.72400000,0.1090658226
71.74485000,0.1035615267
71.76570000,0.09533942387
71.78655000,0.08480442657
71.80740000,0.07129415673
71.82825000,0.05535544044
71.84910000,0.03828295331
71.86995000,0.02032319366
71.89080000,0.002254883258
71.91165000,-0.01583043228
71.93250000,-0.03255585386
71.95335000,-0.0479104342
71.97420000,-0.06082388302
71.99505000,-0.07130230392
72.01590000,-0.07905391032
72.03675000,-0.08381723558
72.05760000,-0.08490506995
72.07845000,-0.08327171272
72.09930000,-0.07837502448
72.12015000,-0.07000261287
72.14100000,-0.05816509486
72.16185000,-0.04417710092
72.18270000,-0.02848667532
72.20355000,-0.01073749358
72.22440000,0.007643667455
72.24525000,0.0260132452
72.26610000,0.04394887863
72.28695000,0.06041892178
72.30780000,0.0752057393
72.32865000,0.08883552524
72.34950000,0.09813021441
72.37035000,0.1054423516
72.39120000,0.1092099488
72.41205000,0.1096834118
72.43290000,0.1069890293
72.45375000,0.1007638718
72.47460000,0.09225168381
72.49545000,0.08074373608
72.51630000,0.06647246445
72.53715000,0.05028005144
72.55800000,0.03315965172
72.57885000,0.01519433592
72.59970000,-0.003137875609
72.62055000,-0.02043929318
72.64140000,-0.03651061759
72.66225000,-0.05135846677
72.68310000,-0.06324187153
72.70395000,-0.07327842118
72.72480000,-0.08076113094
72.74565000,-0.08417053052
72.76650000,-0.08428399291
72.78735000,-0.08172282446
72.80820000,-0.0750284236
72.82905000,-0.06561510322
72.84990000,-0.05396245639
72.87075000,-0.0402868734
72.89160000,-0.02408720959
72.91245000,-0.006924214104
72.93330000,0.01107078067
72.95415000,0.02931122898
72.97500000,0.04695047036
72.99585000,0.06324570852
73.01670000,0.07784347751
73.03755000,0.09030326526
73.05840000,0.1001450793
73.07925000,0.1067930027
73.10010000,0.1097125561
73.12095000,0.1096258568
73.14180000,0.1061080632
73.16265000,0.09932644693
73.18350000,0.08924356727
73.20435000,0.07669778185
73.22520000,0.06182218166
73.24605000,0.04527922313
73.26690000,0.02771274368
73.28775000,0.01013882532
73.30860000,-0.007389050226
73.32945000,-0.02396785701
73.35030000,-0.03968187152
73.37115000,-0.053865355
73.39200000,-0.06545625289
73.41285000,-0.07435230251
73.43370000,-0.08080357631
73.45455000,-0.08337330595
73.47540000,-0.08252285041
73.49625000,-0.07887159437
73.51710000,-0.07191805197
73.53795000,-0.06241421432
73.55880000,-0.04966928065
73.57965000,-0.03465261663
73.60050000,-0.01850333084
73.62135000,-0.001544539156
73.64220000,0.01608968716
73.66305000,0.03428063925
73.68390000,0.05152849873
73.70475000,0.06696222242
73.72560000,0.0801875292
73.74645000,0.09191126736
73.76730000,0.09984382736
73.78815000,0.1052474119
73.80900000,0.1075417905
73.82985000,0.1067465551
73.85070000,0.1021183166
73.87155000,0.09412482686
73.89240000,0.08372864957
73.91325000,0.0705368741
73.93410000,0.05679153501
73.95495000,0.03971312061
73.97580000,0.02230420317
73.99665000,0.004663382468
74.01750000,-0.01353621212
74.03835000,-0.02971577512
74.05920000,-0.04497947815
74.08005000,-0.05817627821
74.10090000,-0.0691132565
74.12175000,-0.07702557612
74.14260000,-0.08209895629
74.16345000,-0.08381969087
74.18430000,-0.08219156665
74.20515000,-0.07729283661
74.22600000,-0.06852331683
74.24685000,-0.05770424851
74.26770000,-0.04420613919
74.28855000,-0.02876229497
74.30940000,-0.01159426452
74.33025000,0.005238038592
74.35110000,0.02244503361
74.37195000,0.03967707985
74.39280000,0.05613716738
74.41365000,0.07168389953
74.43450000,0.08458533292
74.45535000,0.09525493028
74.47620000,0.1020108546
74.49705000,0.106089909
74.51790000,0.1077623154
74.53875000,0.1052229537
74.55960000,0.09966662937
74.58045000,0.09155566175
74.60130000,0.08071800396
74.62215000,0.06672617706
74.64300000,0.0513775881
74.66385000,0.03470259422
74.68470000,0.01748430328
74.70555000,-0.0003109725376
74.72640000,-0.01769174141
74.74725000,-0.03362203017
74.76810000,-0.04769071095
74.78895000,-0.06034770776
74.80980000,-0.07076093721
74.83065000,-0.07808001883
74.85150000,-0.08214465394
74.87235000,-0.08287280746
74.89320000,-0.08068275966
74.91405000,-0.07502031618
74.93490000,-0.06583555945
74.95575000,-0.05484019865
74.97660000,-0.04115208096
74.99745000,-0.02625551317
75.01830000,-0.009985326108
75.03915000,0.007327318859
75.06000000,0.0249410876
75.08085000,0.04281445337
75.10170000,0.0584038082
75.12255000,0.07222549805
75.14340000,0.08461866201
75.16425000,0.09361267508
75.18510000,0.1006418466
75.20595000,0.1046179252
75.22680000,0.1044808112
75.24765000,0.10160643
75.26850000,0.09482773963
75.28935000,0.08590177586
75.31020000,0.07408290839
75.33105000,0.060143978
75.35190000,0.04368613148
75.37275000,0.02653721677
75.39360000,0.009999324576
75.41445000,-0.007277126061
75.43530000,-0.02356358324
75.45615000,-0.03938459912
75.47700000,-0.05358586064
75.49785000,-0.06502531625
75.51870000,-0.07444281625
75.53955000,-0.08116630002
75.56040000,-0.08365663257
75.58125000,-0.08340627806
75.60210000,-0.07965971686
75.62295000,-0.0731286252
75.64380000,-0.0635364333
75.66465000,-0.05160616646
75.68550000,-0.0376253436
75.70635000,-0.02117386531
75.72720000,-0.004257119461
75.74805000,0.01342553629
75.76890000,0.03067837993
75.78975000,0.04693383802
75.81060000,0.06247777561
75.83145000,0.07615644156
75.85230000,0.08722034367
75.87315000,0.09596068375
75.89400000,0.1012528288
75.91485000,0.103745607
75.93570000,0.102944336
75.95655000,0.09905786543
75.97740000,0.09199647195
75.99825000,0.08199681849
76.01910000,0.06944246829
76.03995000,0.0560356324
76.06080000,0.0408431591
76.08165000,0.02322108044
76.10250000,0.00587849062
76.12335000,-0.01138739849
76.14420000,-0.02748596894
76.16505000,-0.04277491233
76.18590000,-0.05570190786
76.20675000,-0.06678544745
76.22760000,-0.07507922915
76.24845000,-0.08000749988
76.26930000,-0.08160509061
76.29015000,-0.08039330215
76.31100000,-0.07621964788
76.33185000,-0.06857780383
76.35270000,-0.05884827129
76.37355000,-0.04607601226
76.39440000,-0.0313105335
76.41525000,-0.01498483889
76.43610000,0.001196010812
76.45695000,0.01844336073
76.47780000,0.03561274943
76.49865000,0.05164823324
76.51950000,0.06581660619
76.54035000,0.07841003166
76.56120000,0.08937471618
76.58205000,0.09711043331
76.60290000,0.1018023369
76.62375000,0.1038640712
76.64460000,0.1025764428
76.66545000,0.09765436758
76.68630000,0.09085215571
76.70715000,0.07997775728
76.72800000,0.0668832705
76.74885000,0.05249216645
76.76970000,0.03642879651
76.79055000,0.02020207115
76.81140000,0.001898877435
76.83225000,-0.01495347356
76.85310000,-0.0306993182
76.87395000,-0.04497707965
76.89480000,-0.05742579814
76.91565000,-0.06816690161
76.93650000,-0.07458980608
76.95735000,-0.07942780363
76.97820000,-0.08041215743
76.99905000,-0.07863096446
77.01990000,-0.07347169024
77.04075000,-0.06566952596
77.06160000,-0.05521169623
77.08245000,-0.04193870349
77.10330000,-0.02734109732
77.12415000,-0.01053632724
77.14500000,0.006387898397
77.16585000,0.022973061
77.18670000,0.03936123861
77.20755000,0.05525803989
77.22840000,0.06973339328
77.24925000,0.08131655763
77.27010000,0.0913526922
77.29095000,0.09854315428
77.31180000,0.1025430197
77.33265000,0.1033091185
77.35350000,0.1009075326
77.37435000,0.09526222439
77.39520000,0.08727639868
77.41605000,0.07607221261
77.43690000,0.06263991725
77.45775000,0.04709268416
77.47860000,0.03082900303
77.49945000,0.01432335726
77.52030000,-0.002924698027
77.54115000,-0.01880632128
77.56200000,-0.03416729768
77.58285000,-0.04772119733
77.60370000,-0.05903133463
77.62455000,-0.06842891817
77.64540000,-0.07484737843
77.66625000,-0.07747785094
77.68710000,-0.07752288252
77.70795000,-0.07409347231
77.72880000,-0.06821575907
77.74965000,-0.05955967917
77.77050000,-0.04838490076
77.79135000,-0.03589891762
77.81220000,-0.02057719042
77.83305000,-0.004406075102
77.85390000,0.01237689068
77.87475000,0.02924574649
77.89560000,0.04585084423
77.91645000,0.06050933124
77.93730000,0.07346263691
77.95815000,0.0843414788
77.97900000,0.09339152835
77.99985000,0.09841849325
78.02070000,0.1014407405
78.04155000,0.1013137794
78.06240000,0.0978056437
78.08325000,0.09212548802
78.10410000,0.08254128754
78.12495000,0.07082298615
78.14580000,0.05693068671
78.16665000,0.04194743148
78.18750000,0.02475788708
78.20835000,0.008127774862
78.22920000,-0.008502949075
78.25005000,-0.02413650668
78.27090000,-0.03926587513
78.29175000,-0.05269595812
78.31260000,-0.06317426274
78.33345000,-0.07090859822
78.35430000,-0.07589433605
78.37515000,-0.07912496961
78.39600000,-0.07884675641
78.41685000,-0.07561934027
78.43770000,-0.06877587383
78.45855000,-0.05919244596
78.47940000,-0.04723355477
78.50025000,-0.03261992478
78.52110000,-0.01698698902
78.54195000,-0.0009700232595
78.56280000,0.01640508433
78.58365000,0.03293713748
78.60450000,0.04866704925
78.62535000,0.06346996688
78.64620000,0.07601474706
78.66705000,0.08699772326
78.68790000,0.09450552845
78.70875000,0.09912613822
78.72960000,0.101260605
78.75045000,0.100449867
78.77130000,0.09629411443
78.79215000,0.08908206309
78.81300000,0.08021013944
78.83385000,0.06732475757
78.85470000,0.05399911894
78.87555000,0.03805155049
78.89640000,0.02106919134
78.91725000,0.004511326745
78.93810000,-0.01190051377
78.95895000,-0.02789933229
78.97980000,-0.04160485162
79.00065000,-0.05343965088
79.02150000,-0.06300617887
79.04235000,-0.07084626092
79.06320000,-0.075335571
79.08405000,-0.07558584125
79.10490000,-0.07433408114
79.12575000,-0.0695713053
79.14660000,-0.06207087324
79.16745000,-0.05222352115
79.18830000,-0.04003735514
79.20915000,-0.02611117642
79.23000000,-0.00913108994
79.25085000,0.007582232269
79.27170000,0.0240560083
79.29255000,0.04055412002
79.31340000,0.0554060082
79.33425000,0.06947125915
79.35510000,0.08133927737
79.37595000,0.09082897681
79.39680000,0.09745988922
79.41765000,0.1015687166
79.43850000,0.1022304241
79.45935000,0.09981745748
79.48020000,0.09515729096
79.50105000,0.08774210136
79.52190000,0.07759396823
79.54275000,0.06487343081
79.56360000,0.05059917889
79.58445000,0.03495730487
79.60530000,0.01893376088
79.62615000,0.001954851434
79.64700000,-0.01386321599
79.66785000,-0.02892290699
79.68870000,-0.0425143114
79.70955000,-0.05377523356
79.73040000,-0.06325127626
79.75125000,-0.06982440518
79.77210000,-0.07326628
79.79295000,-0.07411206867
79.81380000,-0.07193350704
79.83465000,-0.06687241751
79.85550000,-0.05849459982
79.87635000,-0.04749596559
79.89720000,-0.03472415258
79.91805000,-0.02024955855
79.93890000,-0.004694747925
79.95975000,0.01179411099
79.98060000,0.02786820417
80.00145000,0.04397269619
80.02230000,0.0588680925
80.04315000,0.07166316785
80.06400000,0.08290634423
80.08485000,0.09151869173
80.10570000,0.09734865446
80.12655000,0.09992014537
80.14740000,0.09991318219
80.16825000,0.09675100619
80.18910000,0.09133566353
80.20995000,0.08255088646
80.23080000,0.07135198991
80.25165000,0.05872188187
80.27250000,0.04525483096
80.29335000,0.02962746823
80.31420000,0.01276743115
80.33505000,-0.003840486869
80.35590000,-0.01942471731
80.37675000,-0.03442834746
80.39760000,-0.04653518694
80.41845000,-0.05647723164
80.43930000,-0.0644519856
80.46015000,-0.06976991439
80.48100000,-0.07257417573
80.50185000,-0.07268818971
80.52270000,-0.06939818074
80.54355000,-0.06319567852
80.56440000,-0.0543940402
80.58525000,-0.0438910311
80.60610000,-0.03010774378
80.62695000,-0.0147073638
80.64780000,-0.0001257633861
80.66865000,0.01580023523
80.68950000,0.03188862456
80.71035000,0.04701592506
80.73120000,0.06121140304
80.75205000,0.07363219409
80.77290000,0.08486159713
80.79375000,0.09282129226
80.81460000,0.0969798628
80.83545000,0.09898729367
80.85630000,0.09862529262
80.87715000,0.09499581685
80.89800000,0.08923718045
80.91885000,0.07908209046
80.93970000,0.0675986314
80.96055000,0.05470172765
80.98140000,0.04023798082
81.00225000,0.02337935212
81.02310000,0.007118572054
81.04395000,-0.009300191536
81.06480000,-0.02364647376
81.08565000,-0.03795921807
81.10650000,-0.05016305203
81.12735000,-0.06077814646
81.14820000,-0.06818372745
81.16905000,-0.07230383765
81.18990000,-0.07405957434
81.21075000,-0.0724117303
81.23160000,-0.0685996539
81.25245000,-0.06201805326
81.27330000,-0.05274629125
81.29415000,-0.04076791707
81.31500000,-0.02686977138
81.33585000,-0.01193851583
81.35670000,0.004064137712
81.37755000,0.0205998425
81.39840000,0.03556576447
81.41925000,0.05086018192
81.44010000,0.06481602845
81.46095000,0.07663808605
81.48180000,0.08547252691
81.50265000,0.0919147795
81.52350000,0.09636873023
81.54435000,0.09767918063
81.56520000,0.09637817423
81.58605000,0.09205061301
81.60690000,0.08508227112
81.62775000,0.07472535846
81.64860000,0.06198281426
81.66945000,0.0490067242
81.69030000,0.0335734761
81.71115000,0.0181130679
81.73200000,0.002171734756
81.75285000,-0.0131595247
81.77370000,-0.02823484704
81.79455000,-0.04105504986
81.81540000,-0.05178519389
81.83625000,-0.06085274622
81.85710000,-0.06703988849
81.87795000,-0.07111683624
81.89880000,-0.07233684796
81.91965000,-0.07012559962
81.94050000,-0.06571882409
81.96135000,-0.05790848775
81.98220000,-0.04821048338
82.00305000,-0.03603380635
82.02390000,-0.0227459719
82.04475000,-0.007153118499
82.06560000,0.008134494853
82.08645000,0.02368460301
82.10730000,0.03892243939
82.12815000,0.05277842895
82.14900000,0.06537133286
82.16985000,0.07645474617
82.19070000,0.08647715454
82.21155000,0.0921342322
82.23240000,0.0952195981
82.25325000,0.09565497951
82.27410000,0.09260677911
82.29495000,0.08802003385
82.31580000,0.08104154252
82.33665000,0.06998020927
82.35750000,0.05763204664
82.37835000,0.0439257978
82.39920000,0.02914042275
82.42005000,0.01362313637
82.44090000,-0.002392950294
82.46175000,-0.0175292313
82.48260000,-0.03190024849
82.50345000,-0.04443402154
82.52430000,-0.05448476222
82.54515000,-0.06193828713
82.56600000,-0.06801319186
82.58685000,-0.07060226855
82.60770000,-0.07074495549
82.62855000,-0.06806575252
82.64940000,-0.06256044122
82.67025000,-0.05445281867
82.69110000,-0.04472812778
82.71195000,-0.03276966684
82.73280000,-0.01790022632
82.75365000,-0.002941527869
82.77450000,0.01302531151
82.79535000,0.02919040779
82.81620000,0.04379939995
82.83705000,0.05817481624
82.85790000,0.07046317182
82.87875000,0.08077047491
82.89960000,0.08909591612
82.92045000,0.09274191215
82.94130000,0.09524764312
82.96215000,0.09559782358
82.98300000,0.09282363412
83.00385000,0.08630147202
83.02470000,0.07692681836
83.04555000,0.06573313275
83.06640000,0.05351498887
83.08725000,0.03944961981
83.10810000,0.02399419363
83.12895000,0.008776293956
83.14980000,-0.006165141956
83.17065000,-0.02116693727
83.19150000,-0.03466504682
83.21235000,-0.04559889208
83.23320000,-0.05518342512
83.25405000,-0.0636182058
83.27490000,-0.06910285711
83.29575000,-0.07079277835
83.31660000,-0.07030180748
83.33745000,-0.06619792872
83.35830000,-0.05906768424
83.37915000,-0.04986580793
83.40000000,-0.03923608563
83.42085000,-0.02673085834
83.44170000,-0.01188706263
83.46255000,0.002966405128
83.48340000,0.01739154031
83.50425000,0.03337052864
83.52510000,0.04851278646
83.54595000,0.06017356337
83.56680000,0.07277234995
83.58765000,0.0826646404
83.60850000,0.0897940811
83.62935000,0.0940313958
83.65020000,0.09587011699
83.67105000,0.09477538127
83.69190000,0.08997970734
83.71275000,0.08386801553
83.73360000,0.07429935542
83.75445000,0.06321766583
83.77530000,0.05099131714
83.79615000,0.03635716609
83.81700000,0.02114067959
83.83785000,0.005649769199
83.85870000,-0.00917222567
83.87955000,-0.02340498312
83.90040000,-0.0364468823
83.92125000,-0.04758103527
83.94210000,-0.0559459693
83.96295000,-0.06195824477
83.98380000,-0.06632422717
84.00465000,-0.06732064059
84.02550000,-0.06575854001
84.04635000,-0.06121435144
84.06720000,-0.05376524104
84.08805000,-0.04517721537
84.10890000,-0.03392266258
84.12975000,-0.02052131414
84.15060000,-0.00574743705
84.17145000,0.008974864588
84.19230000,0.02427730648
84.21315000,0.0393736946
84.23400000,0.05372774762
84.25485000,0.06644413118
84.27570000,0.07693676072
84.29655000,0.08627392283
84.31740000,0.09198322507
84.33825000,0.09569867204
84.35910000,0.09558374503
84.37995000,0.09397017198
84.40080000,0.08918671737
84.42165000,0.08141548888
84.44250000,0.07188099228
84.46335000,0.05985560878
84.48420000,0.04708174754
84.50505000,0.0329319003
84.52590000,0.01705558634
84.54675000,0.00314244824
84.56760000,-0.01198708337
84.58845000,-0.02544221901
84.60930000,-0.03731012486
84.63015000,-0.04782315244
84.65100000,-0.0558773963
84.67185000,-0.06123257056
84.69270000,-0.06463586418
84.71355000,-0.06462773785
84.73440000,-0.06202294408
84.75525000,-0.0573619997
84.77610000,-0.04883928977
84.79695000,-0.0390605869
84.81780000,-0.02718432253
84.83865000,-0.0138697022
84.85950000,-1.045136232e-06
84.88035000,0.01492502204
84.90120000,0.02949133721
84.92205000,0.04467945725
84.94290000,0.05728250912
84.96375000,0.06925704003
84.98460000,0.0790347279
85.00545000,0.08653707424
85.02630000,0.09229328614
85.04715000,0.09445813739
85.06800000,0.09373490948
85.08885000,0.09048553631
85.10970000,0.08477042958
85.13055000,0.07677816756
85.15140000,0.06614315197
85.17225000,0.05419257049
85.19310000,0.0406442341
85.21395000,0.02551577032
85.23480000,0.01141385215
85.25565000,-0.003563288823
85.27650000,-0.01727763186
85.29735000,-0.03085495467
85.31820000,-0.0419952653
85.33905000,-0.05182340179
85.35990000,-0.05900265657
85.38075000,-0.06418921472
85.40160000,-0.06656502775
85.42245000,-0.0666993007
85.44330000,-0.06340425515
85.46415000,-0.05701994661
85.48500000,-0.04892326794
85.50585000,-0.03871685383
85.52670000,-0.02660582769
85.54755000,-0.01358363995
85.56840000,0.0001366974046
85.58925000,0.01588663242
85.61010000,0.03004111513
85.63095000,0.04332659305
85.65180000,0.05658995058
85.67265000,0.06769096494
85.69350000,0.07700768269
85.71435000,0.08377199118
85.73520000,0.0887614174
85.75605000,0.09063906095
85.77690000,0.08958857644
85.79775000,0.08569297429
85.81860000,0.0790407199
85.83945000,0.07124231742
85.86030000,0.06031105282
85.88115000,0.04776031245
85.90200000,0.03323859476
85.92285000,0.01839289403
85.94370000,0.003810370874
85.96455000,-0.01110281127
85.98540000,-0.02456232945
86.00625000,-0.03744907285
86.02710000,-0.04852807589
86.04795000,-0.05682480389
86.06880000,-0.06385381607
86.08965000,-0.06733360615
86.11050000,-0.06877617318
86.13135000,-0.06753568065
86.15220000,-0.06411560178
86.17305000,-0.05782352931
86.19390000,-0.04839444998
86.21475000,-0.03612445489
86.23560000,-0.0233869469
86.25645000,-0.009708228555
86.27730000,0.004399793913
86.29815000,0.01922625209
86.31900000,0.03361323075
86.33985000,0.04643976871
86.36070000,0.05833917266
86.38155000,0.06942119341
86.40240000,0.07849971876
86.42325000,0.0843650288
86.44410000,0.0879422778
86.46495000,0.0890797391
86.48580000,0.08765320116
86.50665000,0.08296117904
86.52750000,0.07554114223
86.54835000,0.06589910429
86.56920000,0.0548140458
86.59005000,0.04159024954
