theta_i_deg,theta_j_deg,pivot_spacing_m,center_distance_m,surface_gap_m,axial_gap_for_table_m,force_x_on_i_N,force_y_on_i_N,tau_mag_i_Nm,tau_mag_j_Nm,tau_gravity_i_Nm,tau_gravity_j_Nm,tau_total_i_pair_Nm,tau_total_j_pair_Nm,invalid_if_surface_gap_lt_0,near_field_if_surface_gap_lt_0p02m
-80.0,-59.99999999999999,0.06,0.08487618015216555,0.054876180152165555,0.04468031054106002,-0.006535206895,0.024808682955,-0.003159777340293786,0.003059168040219941,0.08357989834675461,0.0734989290982087,0.08042012100646083,0.07655809713842864,0,0
-80.0,-58.00000000000001,0.06,0.08861553934108667,0.05861553934108667,0.04690212599080609,-0.006535206895,0.024808682955,-0.003159777340293786,0.003028213102580947,0.08357989834675461,0.07197320842886806,0.08042012100646083,0.07500142153144901,0,0
-80.0,-56.0,0.06,0.09247320773706413,0.062473207737064135,0.04925163660270118,-0.006535206895,0.024808682955,-0.003159777340293786,0.0029935687537369277,0.08357989834675461,0.07035979949167971,0.08042012100646083,0.07335336824541663,0,0
-80.0,-54.0,0.06,0.09643057530732943,0.06643057530732943,0.05172597985997904,-0.006535206895,0.024808682955,-0.003159777340293786,0.002955277202490397,0.08357989834675461,0.06866066797690701,0.08042012100646083,0.0716159451793974,0,0
-80.0,-52.0,0.06,0.10047132993390817,0.07047132993390817,0.05432214115652402,-0.006535206895,0.024808682955,-0.003159777340293786,0.002913385101198188,0.08357989834675461,0.06687788401456957,0.08042012100646083,0.06979126911576776,0,0
-80.0,-50.0,0.06,0.10458117252908532,0.07458117252908532,0.0570369574697043,-0.006535206895,0.024808682955,-0.003159777340293786,0.0028679434889327397,0.08357989834675461,0.06501361965230867,0.08042012100646083,0.06788156314124141,0,0
-80.0,-48.00000000000001,0.06,0.10874755004019791,0.07874755004019791,0.05986712121402764,-0.006535206895,0.024808682955,-0.003159777340293786,0.0028190077292988562,0.08357989834675461,0.06307014620908183,0.08042012100646083,0.06588915393838068,0,0
-80.0,-46.0,0.06,0.11295941412569933,0.08295941412569934,0.06280918427092488,-0.006535206895,0.024808682955,-0.003159777340293786,0.0027666374429816745,0.08357989834675461,0.06104983150791049,0.08042012100646083,0.06381646895089216,0,0
-80.0,-44.0,0.06,0.11720700813609379,0.08720700813609379,0.06585956218975132,-0.006535206895,0.024808682955,-0.003159777340293786,0.0027108964351080468,0.08357989834675461,0.05895513699105238,0.08042012100646083,0.06166603342616042,0,0
-80.0,-42.0,0.06,0.1214816820319454,0.0914816820319454,0.0690145385548875,-0.006535206895,0.024808682955,-0.003159777340293786,0.0026518526175098246,0.08357989834675461,0.056788614721113365,0.08042012100646083,0.05944046733862319,0,0
